Booking_ID,Passenger_ID,Booking_Date_Raw,Booking_Channel,Airline,Flight_Number,Route,Cabin_Class,Passenger_Age,Frequent_Flyer_Tier,Base_Ticket_Price,Seat_Selection_Fee,Baggage_Fee,Meal_Fee,Lounge_Access_Fee,Trip_Type,Payment_Method,Is_Cancelled,Checked_Bags_Count,Inflight_Wifi_Purchased,Special_Meal_Requested,Seat_Location_Pref,Booking_Lead_Time_Days,Delay_Duration_Minutes,Customer_Rating,Distance_Miles,Loyalty_Points_Earned,Discount_Code_Applied,Travel_Insurance_Opted,Checkin_Method,Security_Wait_Time_Min,Gate_Change_Occurred,Survey_Completed
BK-10092,PAX-50473,"May 22, 2026",WEB_PORTAL,Oceanic Air,FL-106,DXB-LHR,Economy,,Silver,$171.99,$0.00,$0.00,$0.00,$0.00,One-Way,Credit Card,0,3,0,None,Aisle,20,15,4.0,3635,3211,0,0,Online,27.82867649728584,0,0
BK-10093,PAX-50266,2026-05-24,WEB_PORTAL,Global Connect,FL-654,LAX-TYO,Business,42.0,Silver,"$1,230.55",$25.80,$0.00,$0.00,$74.70,One-Way,Apple Pay,1,1,1,None,Aisle,2,0,3.0,3635,2285,0,0,Counter,27.006233040026764,1,1
BK-10094,PAX-50479,2026-01-29,WEB_PORTAL,SkyWays,FL-968,LAX-TYO,Economy,51.0,Gold,$180.84,$0.00,$68.56,$0.00,$0.00,Round-Trip,PayPal,0,4,0,None,Window,23,0,3.0,5456,1250,0,0,Counter,20.193040408960158,0,1
BK-10095,PAX-50463,26/06/2026,Agency_API,Global Connect,FL-735,SIN-SYD,Economy,54.0,Gold,$155.86,$71.58,$0.00,$17.33,$0.00,One-Way,PayPal,0,0,1,Halal,Middle,26,0,5.0,3915,2262,0,1,Online,8.521661575729219,0,0
BK-10096,PAX-50314,2026-05-20,Agency_API,Global Connect,FL-688,JFK-LHR,Economy,29.0,,$197.44,$64.88, 62.62 ,$0.00,$0.00,Round-Trip,Crypto,0,2,0,None,Window,41,0,4.0,3915,4420,1,1,Online,14.556663105989202,1,1
BK-10097,PAX-50786,05/04/2026,web_portal,Oceanic Air,FL-602,LAX-TYO,Premium Economy,53.0,,$457.91,$62.70,$0.00,$0.00,$0.00,One-Way,Credit Card,0,0,1,Vegan,Aisle,16,0,,5456,4960,1,0,Counter,15.21365354031757,0,1
BK-10098,PAX-50373,21/04/2026,mobile_app,AeroFly,FL-882,SIN-SYD,Premium Economy,24.0,Silver,$498.94,$0.00,$58.78,$0.00,$0.00,Round-Trip,Apple Pay,0,1,1,None,Middle,4,16,5.0,3451,981,1,0,Kiosk,10.041271233279211,0,1
BK-10099,PAX-50818, 2026-01-11 ,web_portal,Global Connect,FL-386,CDG-JFK,Premium Economy,54.0,,$482.29,$30.16,$0.00,$42.37,$0.00,One-Way,Crypto,0,0,1,Halal,Middle,10,2,,3635,653,1,0,Kiosk,24.92750569115622,1,1
BK-10100,PAX-50799,2026-04-04,WEB_PORTAL,AeroFly,FL-868,CDG-JFK,Economy,47.0,Silver,$169.34,$37.62,$49.30,$0.00,$0.00,Round-Trip,Apple Pay,0,2,0,None,Window,13,48,4.0,3635,2024,0,0,Counter,9.279441016353564,0,0
BK-10101,PAX-50763,02/04/2026,WEB_PORTAL,Global Connect,FL-155,LAX-TYO,Economy,45.0,Gold,$173.63,$49.93,$0.00,$35.70,$0.00,Multi-City,PayPal,0,0,1,None,Window,31,0,5.0,3451,2620,0,1,Online,29.791965050722276,0,1
BK-10102,PAX-50173,24/06/2026,WEB_PORTAL,SkyWays,FL-533,JFK-LHR,Premium Economy,28.0,Silver,$483.30,$67.18,$31.76,$0.00,$0.00,One-Way,Apple Pay,0,1,0,None,Middle,25,0,4.0,3400,2843,0,0,Kiosk,29.77693580427275,0,1
BK-10103,PAX-50723,2026-06-20, Mobile_App ,AeroFly,FL-653,DXB-LHR,Economy,53.0,Gold,$174.41,$0.00,$0.00,$34.86,$0.00,Multi-City,Crypto,0,1,1,None,Middle,13,0,4.0,3915,1740,0,1,Counter,15.689638428842962,0,1
BK-10104,PAX-50750,"Apr 01, 2026",mobile_app,SkyWays,,DXB-LHR,Premium Economy,39.0,,$493.75,$57.10,$58.30,$54.89,$0.00,Round-Trip,Apple Pay,0,3,1,None,Aisle,129,0,4.0,3400,560,0,1,Online,19.970972220778897,0,1
BK-10105,PAX-50275,08/06/2026, Mobile_App ,Oceanic Air,FL-981,JFK-LHR,Economy,52.0,Gold,$160.71,$69.86,$43.97,$0.00,$0.00,Multi-City,Apple Pay,0,0,0,None,Window,27,0,4.0,5456,1438,0,1,Online,17.566299131577455,0,1
BK-10106,PAX-50646,02/03/2026,Agency_API,Oceanic Air,FL-278,DXB-LHR,Economy,46.0,Gold, 148.79 ,$0.00,$0.00,$0.00,$0.00,One-Way,Crypto,0,1,0,None,Aisle,8,0,3.0,3451,2139,0,1,Counter,23.410948802170143,1,1
BK-10107,PAX-50846,"Feb 15, 2026",Agency_API,Global Connect,FL-223,LAX-TYO,Economy,75.0,,$197.32,$24.98,$0.00,$0.00,$0.00,One-Way,PayPal,0,0,0,None,Aisle,3,0,5.0,5456,4620,0,1,Kiosk,25.648064031388557,0,1
BK-10108,PAX-50350,07/01/2026,web_portal,Oceanic Air,FL-571,DXB-LHR,Business,38.0,Silver,"$1,245.44",$53.70,$77.47,$59.62,$83.80,One-Way,PayPal,0,3,0,None,Aisle,4,0,5.0,3915,4726,0,1,Counter,19.5479819527204,0,0
BK-10109,PAX-50267,"Mar 27, 2026", Mobile_App ,SkyWays,FL-108,CDG-JFK,Economy,44.0,Gold,$184.84,$34.90,$86.87,$0.00,$0.00,Multi-City,Crypto,0,2,1,Gluten-Free,Aisle,8,0,4.0,5456,4069,0,0,Online,20.814700258686376,0,1
BK-10110,PAX-50573,21/06/2026,web_portal,SkyWays,,LAX-TYO,Economy,45.0,Platinum,$189.68,$0.00,$53.31,$0.00,$0.00,Round-Trip,Crypto,0,1,0,None,Aisle,5,0,5.0,3451,1752,0,0,Online,14.276374416362902,0,0
BK-10111,PAX-50488,10/03/2026,WEB_PORTAL,Global Connect,FL-694,LAX-TYO,Economy,38.0,Silver,$173.72,$0.00,$40.42,$0.00,$0.00,One-Way,Crypto,0,1,0,None,Aisle,6,0,4.0,3635,4703,0,0,Online,20.62028380134203,0,1
BK-10112,PAX-50376,2026-06-29, Mobile_App ,SkyWays,FL-470,CDG-JFK,Premium Economy,54.0,,$446.55,$0.00,$0.00,$0.00,$0.00,One-Way,Apple Pay,0,0,0,None,Middle,10,0,3.0,5456,671,0,0,Counter,18.976572473543886,0,0
BK-10113,PAX-50755,2026-04-08,WEB_PORTAL,Global Connect,FL-365,DXB-LHR,Business,42.0,,"$1,204.36",$48.48,$51.53,$0.00,$59.92,One-Way,Credit Card,0,1,0,None,Aisle,5,0,4.0,3635,1958,0,1,Online,12.529233067491859,1,1
BK-10114,PAX-50804,01/05/2026,Agency_API,AeroFly,FL-369,DXB-LHR,Economy,65.0,Silver,$194.31,$0.00,$51.10,$34.65,$0.00,Round-Trip,Crypto,0,4,1,None,Window,68,2,4.0,5456,4049,0,1,Counter,17.915777343941333,0,0
BK-10115,PAX-50670,"Feb 21, 2026",WEB_PORTAL,SkyWays,FL-582,JFK-LHR,Economy,46.0,,$153.97,$42.78,$0.00,$9.50,$0.00,One-Way,Crypto,0,5,0,None,Aisle,2,8,5.0,3400,4697,0,1,Kiosk,15.70090489208356,0,1
BK-10116,PAX-50324, 2026-03-31 , Mobile_App ,Oceanic Air,FL-451,LAX-TYO,Economy,43.0,,$159.82,$24.04,$80.20,$43.66,$0.00,Round-Trip,PayPal,0,2,0,Halal,Middle,22,1,4.0,5456,2822,0,0,Kiosk,14.343026509091647,0,0
BK-10117,PAX-50801,28/02/2026,web_portal,Oceanic Air,FL-610,DXB-LHR,Economy,,Platinum,$180.87,$32.73,$62.53,$20.85,$0.00,Round-Trip,Apple Pay,0,0,1,None,Window,15,86,2.0,5456,2136,0,0,Kiosk,11.121052754402593,0,0
BK-10118,PAX-50432,07/01/2026,web_portal,Global Connect,FL-529,DXB-LHR,Business,,,"$1,247.87",$0.00,$0.00,$57.45,$92.60,One-Way,Crypto,0,3,1,Gluten-Free,Window,121,0,5.0,3915,3615,1,0,Counter,18.375016399496857,0,1
BK-10119,PAX-50963, 2026-04-13 ,mobile_app,AeroFly,FL-481,CDG-JFK,Business,19.0,Silver,"$1,199.48",$58.81,$0.00,$0.00,$108.53,Round-Trip,PayPal,1,0,1,None,Aisle,3,0,5.0,3635,4590,0,0,Online,13.317155962047938,0,0
BK-10120,PAX-50886,2026-03-13, Mobile_App ,Global Connect,FL-510,LAX-TYO,First Class,74.0,,"$1,242.84",$62.06,$31.20,$30.56,$92.90,Round-Trip,Apple Pay,0,2,1,None,Window,15,10,2.0,5456,3504,0,1,Online,15.173350966183804,0,1
BK-10121,PAX-50894, 2026-03-13 ,web_portal,AeroFly,FL-284,DXB-LHR,Economy,37.0,Silver,$179.03,$20.86,$0.00, 58.42 ,$0.00,One-Way,PayPal,0,3,0,None,Aisle,104,0,2.0,3451,829,0,0,Kiosk,24.450745651303734,0,0
BK-10122,PAX-50157,"Jun 14, 2026",web_portal,Oceanic Air,FL-689,SIN-SYD,Business,31.0,Platinum,"$1,207.23", 19.03 ,$78.39,$0.00,$101.15,Round-Trip,Apple Pay,0,1,0,Gluten-Free,Window,60,0,5.0,3915,4140,0,0,Online,21.792696607610267,0,1
BK-10123,PAX-50334, 2026-06-23 ,Agency_API,SkyWays,FL-933,JFK-LHR,Business,19.0,Platinum,"$1,193.55",$16.36,$0.00,$24.72,$57.20,One-Way,Crypto,0,0,1,None,Window,50,0,4.0,5456,4394,1,1,Kiosk,12.127400112832479,0,0
BK-10124,PAX-50941,2026-01-08,WEB_PORTAL,SkyWays,FL-376,SIN-SYD,Economy,62.0,Platinum,$179.14,$0.00,$82.09,$21.10,$0.00,One-Way,Credit Card,0,4,1,None,Aisle,8,0,4.0,3915,4607,0,0,Kiosk,20.111346407438617,0,1
BK-10125,PAX-50132,08/03/2026,mobile_app,Global Connect,FL-668,DXB-LHR,Economy,53.0,,$184.32,$70.80,$0.00,$0.00,$0.00,One-Way,Apple Pay,0,2,1,None,Window,5,0,4.0,3400,1841,0,1,Kiosk,18.79668418958493,0,0
BK-10126,PAX-50924, 2026-05-29 , Mobile_App ,AeroFly,FL-490,CDG-JFK,Premium Economy,54.0,Platinum,$442.24,$48.11,$38.50,$0.00,$0.00,One-Way,Crypto,0,3,1,Halal,Aisle,33,13,4.0,3400,4163,1,1,Counter,28.210177251200765,0,1
BK-10127,PAX-50423,2026-01-10, Mobile_App ,SkyWays,FL-919,LAX-TYO,Economy,27.0,,$165.07,$42.72,$51.89,$0.00,$0.00,Round-Trip,Credit Card,1,1,1,None,Window,79,0,4.0,3400,715,0,1,Online,26.298870005233645,0,0
BK-10128,PAX-50510,"Jun 02, 2026",web_portal,SkyWays,FL-253,DXB-LHR,Premium Economy,,, 496.04 ,$26.18,$69.73,$0.00,$0.00,Round-Trip,PayPal,0,1,0,None,Window,24,0,4.0,3635,838,1,0,Online,8.797507645740984,0,1
BK-10129,PAX-50374, 2026-03-30 , Mobile_App ,AeroFly,FL-109,JFK-LHR,Premium Economy,27.0,Gold,$490.17,$59.24,$0.00,$0.00,$0.00,Round-Trip,Crypto,0,1,1,None,Middle,25,0,4.0,3400,4562,0,0,Counter,23.166766013751605,0,1
BK-10130,PAX-50167,2026-04-22,web_portal,AeroFly,FL-611,DXB-LHR,Economy,,,$151.18, 40.77 ,$0.00,$46.39,$0.00,One-Way,Apple Pay,0,0,1,None,Aisle,9,1,3.0,3635,3208,0,0,Online,25.591183509742194,0,0
BK-10131,PAX-50316,09/04/2026, Mobile_App ,Oceanic Air,FL-969,DXB-LHR,Business,55.0,,"$1,242.34",$0.00,$73.94,$0.00,$106.43,One-Way,Credit Card,0,1,0,Vegan,Window,44,20,4.0,3400,3652,0,0,Kiosk,21.356155252369987,0,1
BK-10132,PAX-50680,2026-03-07, Mobile_App ,Oceanic Air,FL-646,JFK-LHR,Economy,34.0,,$142.25,$0.00,$59.23,$15.01,$0.00,Multi-City,Credit Card,0,0,0,None,Aisle,6,3,4.0,3451,2250,0,0,Counter,15.987527137834855,0,1
BK-10133,PAX-50997,2026-04-22,Agency_API,Oceanic Air,FL-904,SIN-SYD,Economy,23.0,Platinum,$176.17,$62.76,$63.72,$63.89, 76.83 ,Round-Trip,PayPal,0,1,1,None,Aisle,11,0,4.0,3451,2921,0,0,Online,32.480363490702814,0,1
BK-10134,PAX-50835,14/05/2026,WEB_PORTAL,AeroFly,FL-356,CDG-JFK,Economy,54.0,,$160.10,$47.21,$51.41,$0.00,$0.00,One-Way,Credit Card,0,0,0,None,Aisle,16,0,5.0,3451,1209,0,0,Kiosk,21.908455685562135,0,1
BK-10135,PAX-50422,"Apr 04, 2026",mobile_app,Oceanic Air,FL-681,LAX-TYO,Economy,64.0,Silver,$178.48,$0.00,$52.70,$33.96,$0.00,Multi-City,Apple Pay,0,2,1,None,Aisle,21,0,4.0,5456,4226,0,0,Online,29.859265642369365,0,0
BK-10136,PAX-50317, 2026-01-18 ,mobile_app,SkyWays,,CDG-JFK,Economy,,Gold,$193.36,$0.00,$0.00,$0.00,$0.00,Round-Trip,Crypto,0,1,0,None,Aisle,8,0,,3400,4142,0,0,Kiosk,26.108870576841042,1,0
BK-10137,PAX-50771, 2026-06-09 ,WEB_PORTAL,Global Connect,FL-267,JFK-LHR,Economy,48.0,,$170.25,$44.37,$0.00,$51.75,$0.00,One-Way,Apple Pay,0,0,0,Halal,Window,3,0,5.0,5456,4493,0,1,Counter,20.784807961339823,0,0
BK-10138,PAX-50611,2026-06-19,WEB_PORTAL,Oceanic Air,FL-933,CDG-JFK,Premium Economy,70.0,Silver,$488.53,$38.32,$0.00,$57.80,$0.00,One-Way,PayPal,0,1,0,Vegan,Middle,28,34,3.0,3400,988,0,0,Counter,14.521794531158235,0,1
BK-10139,PAX-50505, 2026-03-18 ,web_portal,AeroFly,FL-959,DXB-LHR,Economy,62.0,Platinum,$183.87,$0.00,$64.37,$33.98,$0.00,One-Way,Credit Card,1,3,1,Halal,Aisle,10,0,3.0,3635,546,0,0,Counter,17.855370731084992,0,1
BK-10140,PAX-50758,"Jun 20, 2026",WEB_PORTAL,SkyWays,FL-560,JFK-LHR,Economy,24.0,, 183.12 ,$42.47,$64.05,$31.44,$0.00,Round-Trip,Apple Pay,0,1,0,None,Window,26,0,5.0,3451,3859,0,0,Kiosk,16.66852528323868,0,1
BK-10141,PAX-50569,"Mar 25, 2026",web_portal,Global Connect,FL-366,CDG-JFK,Premium Economy,37.0,Platinum,$460.23,$63.04,$0.00,$5.74,$0.00,Round-Trip,Apple Pay,0,0,0,None,Window,5,3,3.0,3635,900,1,0,Kiosk,10.71288626610438,0,0
BK-10142,PAX-50246, 2026-06-28 ,WEB_PORTAL,Oceanic Air,FL-673,LAX-TYO,Economy,,Silver,$180.46,$55.33,$66.68,$49.62,$0.00,Round-Trip,Credit Card,0,1,0,None,Aisle,19,3,5.0,3915,4490,0,0,Kiosk,21.901689449758216,0,0
BK-10143,PAX-50371,22/05/2026,WEB_PORTAL,AeroFly,FL-929,SIN-SYD,Premium Economy,42.0,Platinum,$476.66,$0.00,$0.00,$0.00,$0.00,Multi-City,Credit Card,1,0,0,Gluten-Free,Aisle,22,0,5.0,3635,3657,0,0,Kiosk,27.404118011756452,0,1
BK-10144,PAX-50242,"Feb 19, 2026",WEB_PORTAL,Oceanic Air,FL-120,CDG-JFK,Economy,,Platinum,$164.33,$0.00,$49.87,$57.39,$0.00,One-Way,Apple Pay,0,3,1,None,Aisle,1,0,3.0,3400,4845,0,0,Counter,16.210179032691318,0,1
BK-10145,PAX-50352,"Jun 20, 2026",mobile_app,Oceanic Air,FL-459,JFK-LHR,Premium Economy,,,$459.68,$23.48,$0.00,$42.09,$0.00,Round-Trip,Apple Pay,1,0,1,None,Window,12,0,3.0,5456,890,0,0,Counter,30.981938995348422,0,0
BK-10146,PAX-50862,23/06/2026,Agency_API,Oceanic Air,FL-720,JFK-LHR,Business,40.0,Gold,"$1,195.72",$49.49,$0.00,$33.92, 111.35 ,Round-Trip,PayPal,0,0,1,Vegan,Window,4,0,4.0,3400,4353,0,0,Counter,8.654503284829598,0,1
BK-10147,PAX-50674, 2026-06-07 ,Agency_API,AeroFly,FL-689,LAX-TYO,Economy,45.0,,$168.65,$47.24,$87.78,$13.92,$0.00,Round-Trip,Credit Card,0,0,1,None,Window,1,0,5.0,3400,4930,0,1,Counter,24.32618129032322,0,1
BK-10148,PAX-50651,2026-04-14, Mobile_App ,Oceanic Air,FL-651,JFK-LHR,Premium Economy,73.0,Platinum,$440.41,$25.39,$73.76, 41.77 ,$0.00,Round-Trip,Apple Pay,0,2,1,Halal,Window,138,0,5.0,3915,1128,0,1,Kiosk,28.02912141243246,0,1
BK-10149,PAX-50369, 2026-03-19 ,web_portal,SkyWays,FL-899,JFK-LHR,Premium Economy,,,$466.80,$0.00,$0.00,$35.33,$0.00,Round-Trip,PayPal,0,0,1,None,Window,11,0,4.0,3635,4732,1,0,Kiosk,16.775816514113636,0,1
BK-10150,PAX-50864,"Feb 23, 2026",Agency_API,Global Connect,FL-432,CDG-JFK,Premium Economy,65.0,,$459.78,$0.00,$0.00,$0.00,$0.00,Round-Trip,Apple Pay,0,3,1,None,Aisle,49,0,,3915,3430,0,0,Online,16.883660969142714,0,1
BK-10151,PAX-50698, 2026-05-29 ,mobile_app,Oceanic Air,FL-599,JFK-LHR,Economy,56.0,Platinum,$174.37,$52.16,$51.03,$0.00,$0.00,One-Way,Crypto,0,1,0,None,Aisle,8,0,4.0,3451,2021,0,0,Kiosk,24.25659105506641,1,1
BK-10152,PAX-50538,"Apr 30, 2026",WEB_PORTAL,AeroFly,FL-557,SIN-SYD,Premium Economy,58.0,Gold,$461.57,$44.08,$32.89,$24.24,$0.00,Round-Trip,PayPal,0,1,0,Halal,Aisle,34,0,4.0,3915,1326,0,0,Online,21.035946659757208,1,1
BK-10153,PAX-50697,24/04/2026, Mobile_App ,Oceanic Air,FL-490,CDG-JFK,Premium Economy,42.0,Silver,$480.07,$48.69,$39.98,$0.00,$0.00,Round-Trip,Crypto,0,0,0,None,Aisle,42,0,3.0,3400,2000,1,0,Online,6.015531939242958,0,1
BK-10154,PAX-50508,"May 11, 2026",Agency_API,SkyWays,FL-574,DXB-LHR,Economy,,Silver,$149.58,$44.50,$51.07,$38.03,$0.00,Round-Trip,Credit Card,0,0,1,None,Aisle,27,0,4.0,3915,3794,0,1,Kiosk,12.939761072763716,0,1
BK-10155,PAX-50470,2026-02-13,mobile_app,Oceanic Air,FL-248,DXB-LHR,Economy,38.0,Silver,$195.39,$25.04,$77.32,$9.73,$0.00,One-Way,Credit Card,0,0,1,Vegan,Middle,19,0,1.0,5456,2919,0,0,Counter,17.91870271171524,0,1
BK-10156,PAX-50324, 2026-03-14 ,WEB_PORTAL,Oceanic Air,FL-755,DXB-LHR,Economy,27.0,,$186.19, 28.23 ,$43.53,$10.28,$0.00,One-Way,Crypto,0,0,0,None,Middle,15,0,3.0,3635,1434,0,0,Counter,9.781810921889598,0,1
BK-10157,PAX-50241,24/01/2026,Agency_API,AeroFly,FL-445,CDG-JFK,First Class,62.0,,"$1,228.32",$0.00, 32.0 ,$0.00,$57.39,Round-Trip,Credit Card,0,2,0,None,Middle,12,0,4.0,3400,3542,0,1,Counter,15.154954101420579,0,0
BK-10158,PAX-50621, 2026-06-22 , Mobile_App ,SkyWays,FL-727,SIN-SYD,Economy,21.0,Silver,$162.05,$0.00,$0.00, 49.71 ,$0.00,Round-Trip,Credit Card,0,0,0,Halal,Middle,79,0,,5456,4997,0,1,Online,9.931887448536395,0,0
BK-10159,PAX-50605,27/02/2026,WEB_PORTAL,Oceanic Air,FL-969,CDG-JFK,Economy,43.0,Silver,$197.44,$48.94,$0.00,$0.00,$0.00,Round-Trip,Crypto,0,1,1,None,Window,53,0,4.0,3635,1966,0,0,Kiosk,15.778976216679657,0,0
BK-10160,PAX-50193,2026-02-07,WEB_PORTAL,SkyWays,FL-181,SIN-SYD,Economy,66.0,Gold,$167.30,$45.65,$0.00,$0.00,$0.00,One-Way,Apple Pay,0,0,1,None,Window,100,0,4.0,3915,4061,0,1,Counter,15.980263636073035,0,0
BK-10161,PAX-50873,12/01/2026,web_portal,Oceanic Air,FL-333,LAX-TYO,Economy,50.0,Gold,$162.42,$0.00,$39.65,$54.55,$0.00,Round-Trip,PayPal,0,1,1,None,Aisle,3,0,5.0,5456,1114,1,0,Online,20.11052805956228,0,1
BK-10162,PAX-50148,2026-05-02,mobile_app,Oceanic Air,FL-768,SIN-SYD,Economy,,,$194.77,$74.45,$88.68,$43.25,$0.00,Round-Trip,Apple Pay,0,2,1,None,Aisle,39,9,3.0,5456,1682,0,1,Counter,17.449444056002996,0,1
BK-10163,PAX-50981,"Apr 27, 2026",WEB_PORTAL,Oceanic Air,FL-373,LAX-TYO,Business,68.0,Silver,"$1,238.12",$60.60,$83.59,$44.28,$89.72,Round-Trip,Crypto,0,1,0,None,Window,83,0,4.0,3400,3723,0,1,Counter,21.016738326244536,1,0
BK-10164,PAX-50212,11/06/2026,mobile_app,Global Connect,FL-504,DXB-LHR,Premium Economy,26.0,,$485.71,$0.00,$69.22,$0.00,$0.00,One-Way,Credit Card,1,2,1,None,Aisle,5,0,1.0,3400,3167,0,1,Kiosk,20.301264044843528,0,1
BK-10165,PAX-50256,"Jun 28, 2026",mobile_app,SkyWays,FL-555,DXB-LHR,Economy,48.0,,$175.75,$59.16,$33.21,$54.00,$0.00,Multi-City,Apple Pay,0,0,0,Vegan,Aisle,2,0,5.0,3451,630,1,1,Kiosk,24.188039965585862,1,1
BK-10166,PAX-50742,"May 07, 2026",WEB_PORTAL,Oceanic Air,FL-471,CDG-JFK,Economy,21.0,,$171.53,$0.00,$54.56,$0.00,$0.00,Round-Trip,Crypto,1,0,1,None,Aisle,40,0,5.0,3451,3483,1,1,Kiosk,23.242698245760696,0,1
BK-10167,PAX-50263,04/03/2026,WEB_PORTAL,Oceanic Air,FL-633,CDG-JFK,Premium Economy,34.0,Gold,$461.71,$16.93,$62.41,$41.00,$0.00,Round-Trip,Credit Card,0,1,0,None,Middle,25,0,3.0,3451,4778,0,0,Kiosk,22.6087430108083,0,1
BK-10168,PAX-50911,2026-06-17,web_portal,Global Connect,FL-523,DXB-LHR,Business,,,"$1,196.73",$20.22,$0.00,$0.00,$59.67,One-Way,Credit Card,0,3,1,Vegan,Window,55,0,5.0,3400,4959,0,1,Kiosk,36.629204570800326,0,1
BK-10169,PAX-50796,"Jan 28, 2026", Mobile_App ,AeroFly,FL-974,LAX-TYO,Premium Economy,67.0,Silver,$494.17,$0.00,$0.00,$0.00,$0.00,Round-Trip,Apple Pay,0,1,0,Halal,Window,4,0,4.0,3451,538,1,1,Online,20.084415819853973,0,0
BK-10170,PAX-50532,26/02/2026, Mobile_App ,Global Connect,,JFK-LHR,Business,66.0,,"$1,222.20",$27.59,$0.00,$0.00,$68.37,Round-Trip,PayPal,0,2,0,None,Aisle,47,12,3.0,3635,4459,0,0,Counter,33.56142902315317,1,1
BK-10171,PAX-50710,"Jun 28, 2026",WEB_PORTAL,Oceanic Air,FL-777,DXB-LHR,Premium Economy,,,$491.27,$66.66,$59.46,$5.13,$0.00,One-Way,Crypto,0,2,0,None,Window,6,1,4.0,3915,4087,0,1,Counter,20.4733104134636,0,1
BK-10172,PAX-50165,13/01/2026,WEB_PORTAL,Global Connect,FL-861,JFK-LHR,Business,49.0,,"$1,230.82",$51.97,$0.00,$52.99,$75.70,Round-Trip,Credit Card,0,0,0,Gluten-Free,Middle,5,22,5.0,3400,1420,1,0,Counter,17.502894511164648,0,0
BK-10173,PAX-50494,"Feb 01, 2026",Agency_API,AeroFly,FL-181,LAX-TYO,Economy,54.0,Silver,$169.33,$63.33,$0.00,$0.00,$0.00,Multi-City,Apple Pay,1,0,0,Vegan,Window,5,0,4.0,3451,3269,0,0,Online,15.761008906720818,1,0
BK-10174,PAX-50490,"Feb 04, 2026",WEB_PORTAL,SkyWays,FL-506,LAX-TYO,Premium Economy,57.0,Silver,$466.73,$50.81,$67.51,$0.00,$107.92,Multi-City,Credit Card,0,0,1,None,Aisle,50,9,4.0,5456,4611,0,1,Kiosk,27.058354790690576,0,1
BK-10175,PAX-50710, 2026-06-20 ,Agency_API,Global Connect,FL-165,CDG-JFK,Economy,51.0,,$147.92,$32.56,$0.00,$34.55,$0.00,Round-Trip,Credit Card,0,0,1,Gluten-Free,Aisle,32,11,4.0,3451,992,0,0,Online,27.843020357327628,0,0
BK-10176,PAX-50579,"Apr 24, 2026", Mobile_App ,Oceanic Air,FL-584,SIN-SYD,Economy,22.0,,$173.83,$45.86,$0.00,$29.55,$0.00,Round-Trip,Credit Card,0,1,0,None,Window,22,0,5.0,5456,1631,0,0,Counter,21.598703135788373,0,1
BK-10177,PAX-50641,"May 21, 2026", Mobile_App ,Global Connect,FL-126,JFK-LHR,Economy,45.0,Gold,$180.37,$23.14,$88.62,$0.00,$0.00,One-Way,PayPal,0,1,0,None,Aisle,13,0,5.0,3635,4021,0,1,Online,24.801280647016235,0,1
BK-10178,PAX-50357,"Feb 10, 2026",web_portal,Global Connect,FL-636,DXB-LHR,Economy,54.0,Platinum,$141.31,$18.56,$0.00,$0.00,$0.00,Round-Trip,Crypto,0,0,1,Vegan,Aisle,62,0,4.0,3451,810,0,0,Kiosk,10.3366772044615,0,1
BK-10179,PAX-50666, 2026-04-26 , Mobile_App ,SkyWays,FL-185,LAX-TYO,First Class,,,"$1,190.18",$57.09,$58.26,$17.94,$64.44,One-Way,PayPal,0,1,0,None,Aisle,14,0,5.0,3400,1238,0,0,Kiosk,8.70732106492673,0,0
BK-10180,PAX-50981, 2026-03-05 ,Agency_API,SkyWays,FL-732,DXB-LHR,Economy,45.0,,$144.38,$0.00,$0.00,$0.00,$0.00,Round-Trip,Credit Card,0,0,0,None,Aisle,50,0,4.0,3915,3741,0,1,Kiosk,25.47796131478472,0,1
BK-10181,PAX-50111,"May 14, 2026",mobile_app,AeroFly,FL-770,SIN-SYD,Business,30.0,Platinum,"$1,232.02",$29.85,$53.25,$0.00,$94.67,Round-Trip,Apple Pay,0,3,1,None,Window,17,8,5.0,3400,1045,0,0,Kiosk,17.23913101258187,1,0
BK-10182,PAX-50796,10/06/2026,mobile_app,Global Connect,FL-499,CDG-JFK,Premium Economy,56.0,Gold,$443.62,$23.53,$0.00,$7.79,$0.00,Multi-City,Crypto,1,1,1,None,Window,14,7,4.0,3635,2961,0,1,Online,22.495814504385017,0,1
BK-10183,PAX-50838,"Mar 12, 2026", Mobile_App ,Oceanic Air,FL-353,JFK-LHR,Economy,67.0,Gold,$199.17,$37.51,$0.00,$12.39,$0.00,One-Way,Credit Card,0,0,0,None,Window,18,0,4.0,5456,4846,0,1,Kiosk,13.69627230026353,0,1
BK-10184,PAX-50217, 2026-01-20 ,mobile_app,SkyWays,FL-553,SIN-SYD,Economy,40.0,Silver,$157.23,$61.13,$0.00,$0.00,$0.00,Round-Trip,PayPal,0,3,0,None,Middle,10,0,4.0,5456,2304,0,0,Counter,27.941930818228652,0,1
BK-10185,PAX-50798, 2026-03-02 ,WEB_PORTAL,SkyWays,FL-234,DXB-LHR,First Class,69.0,Gold,"$1,198.13",$56.68,$45.80,$35.25,$83.74,Round-Trip,Crypto,0,1,0,None,Aisle,41,0,4.0,3451,3712,0,1,Counter,8.757487968665782,0,1
